row ID,row m/z,row retention time,220610_C2_1_1_neg_BD8_2_9421.mzXML Peak area,220610_C2_1_3_neg_BE2_1_9490.mzXML Peak area,220610_C2_1_2_neg_BE1_2_9489.mzXML Peak area,220610_C2_1_1_neg_BD8_1_9420.mzXML Peak area,220610_C2_1_3_neg_BE2_2_9491.mzXML Peak area,220610_C2_1_2_neg_BE1_1_9488.mzXML Peak area,220610_C2_1_4_neg_BE3_1_9496.mzXML Peak area,220610_C2_1_4_neg_BE3_1_9497.mzXML Peak area,220610_C2_1_5_neg_BE4_2_9465.mzXML Peak area,220610_C2_1_5_neg_BE4_1_9464.mzXML Peak area,220610_C2_2_1_neg_BE5_2_9503.mzXML Peak area,220610_C2_2_3_neg_BE7_1_9428.mzXML Peak area,220610_C2_2_2_neg_BE6_1_9482.mzXML Peak area,220610_C2_2_3_neg_BE7_2_9429.mzXML Peak area,220610_C2_2_1_neg_BE5_1_9502.mzXML Peak area,220610_C2_2_2_neg_BE6_2_9483.mzXML Peak area,220610_C2_2_5_neg_GA1_2_9509.mzXML Peak area,220610_C2_2_5_neg_GA1_1_9508.mzXML Peak area,220610_C2_3_2_neg_GA3_2_9493.mzXML Peak area,220610_C2_3_1_neg_GA2_1_9504.mzXML Peak area,220610_C2_3_2_neg_GA3_1_9492.mzXML Peak area,220610_C2_2_4_neg_BE8_1_9506.mzXML Peak area,220610_C2_2_4_neg_BE8_2_9507.mzXML Peak area,220610_C2_3_1_neg_GA2_2_9505.mzXML Peak area,220610_C2_3_3_neg_GA4_2_9423.mzXML Peak area,220610_C2_3_3_neg_GA4_1_9422.mzXML Peak area,220610_C2_3_5_neg_GA6_2_9513.mzXML Peak area,220610_C2_3_5_neg_GA6_1_9512.mzXML Peak area,220610_C2_3_4_neg_GA5_1_9510.mzXML Peak area,220610_C2_3_4_neg_GA5_2_9511.mzXML Peak area,220610_C2_4_1_neg_GA7_1_9416.mzXML Peak area,220610_C2_4_1_neg_GA7_2_9417.mzXML Peak area,220610_C2_4_5_neg_GB3_2_9427.mzXML Peak area,220610_C2_4_5_neg_GB3_1_9426.mzXML Peak area,220610_C2_4_2_neg_GA8_2_9455.mzXML Peak area,220610_C2_4_4_neg_GB2_1_9460.mzXML Peak area,220610_C2_4_2_neg_GA8_1_9454.mzXML Peak area,220610_C2_4_3_neg_GB1_1_9514.mzXML Peak area,220610_C2_4_3_neg_GB1_2_9515.mzXML Peak area,220610_C2_4_4_neg_GB2_2_9461.mzXML Peak area,220610_Gifu_1_1_neg_BA8_1_9418.mzXML Peak area,220610_Gifu_1_4plus_neg_BA1_1_9434.mzXML Peak area,220610_Gifu_1_4plus_neg_BA1_2_9435.mzXML Peak area,220610_Gifu_1_3_neg_BB2_2_9425.mzXML Peak area,220610_Gifu_1_2_neg_BB1_1_9430.mzXML Peak area,220610_Gifu_1_1_neg_BA8_2_9419.mzXML Peak area,220610_Gifu_1_2_neg_BB1_2_9431.mzXML Peak area,220610_Gifu_1_5_neg_BB4_1_9452.mzXML Peak area,220610_Gifu_3_3plus_neg_BA3_1_9458.mzXML Peak area,220610_Gifu_1_6plus_neg_BA2_2_9433.mzXML Peak area,220610_Gifu_1_6plus_neg_BA2_1_9432.mzXML Peak area,220610_Gifu_1_5_neg_BB4_2_9453.mzXML Peak area,220610_Gifu_2_2_neg_BB7_2_9449.mzXML Peak area,220610_Gifu_1_3_neg_BB2_1_9424.mzXML Peak area,220610_Gifu_2_2_neg_BB7_1_9448.mzXML Peak area,220610_Gifu_2_3_neg_BB8_2_9441.mzXML Peak area,220610_Gifu_3_3plus_neg_BA3_2_9459.mzXML Peak area,220610_Gifu_2_5_neg_BC2_2_9451.mzXML Peak area,220610_Gifu_2_6_neg_BC3_1_9500.mzXML Peak area,220610_Gifu_2_4_neg_BC1_1_9442.mzXML Peak area,220610_Gifu_2_3_neg_BB8_1_9440.mzXML Peak area,220610_Gifu_2_1_neg_BB6_2_9439.mzXML Peak area,220610_Gifu_2_4_neg_BC1_2_9443.mzXML Peak area,220610_Gifu_2_5_neg_BC2_1_9450.mzXML Peak area,220610_Gifu_2_1_neg_BB6_1_9438.mzXML Peak area,220610_Gifu_4_1_neg_BD2_2_9469.mzXML Peak area,220610_Gifu_4_1_neg_BD2_1_9468.mzXML Peak area,220610_Gifu_3_5_neg_BC8_1_9466.mzXML Peak area,220610_Gifu_3_1_neg_BC4_1_9494.mzXML Peak area,220610_Gifu_2_6_neg_BC3_2_9501.mzXML Peak area,220610_Gifu_3_1_neg_BC4_2_9495.mzXML Peak area,220610_Gifu_3_2_neg_BC5_1_9456.mzXML Peak area,220610_Gifu_3_4_neg_BC7_1_9462.mzXML Peak area,220610_Gifu_3_5_neg_BC8_2_9467.mzXML Peak area,220610_Gifu_4_3_neg_BD4_2_9479.mzXML Peak area,220610_Gifu_3_2_neg_BC5_2_9457.mzXML Peak area,220610_Gifu_4_3_neg_BD4_1_9478.mzXML Peak area,220610_Gifu_4_4_neg_BD5_2_9481.mzXML Peak area,220610_Gifu_3_4_neg_BC7_2_9463.mzXML Peak area,220610_Gifu_4_5_neg_BD6_1_9484.mzXML Peak area,220610_Gifu_4_4_neg_BD5_1_9480.mzXML Peak area,220610_Gifu_4_5_neg_BD6_2_9485.mzXML Peak area,220610_Gifu_4_2_neg_BD3_1_9473.mzXML Peak area,220610_Gifu_4_6_neg_BD7_2_9487.mzXML Peak area,220610_Gifu_4_2_neg_BD3_1_9472.mzXML Peak area,220610_Gifu_4_6_neg_BD7_1_9486.mzXML Peak area
2235,221.1190018,10.058686,4.1762314,2.7014236,3.2301521,3.3909187,1.7785244,2.4779472,4.400938,1.983757,2.8544426,2.2663794,15.067564,2.5430489,1.8026352,2.9003496,5.726926,6.905937,2.995716,2.1970558,5.3348083,2.2295637,3.6884823,3.2117043,4.667078,2.6097994,1.8338642,2.7679443,5.295871,11.665655,4.017502,6.219795,3.5741186,2.5901527,6.2116737,5.0764456,5.0361423,4.130742,12.914618,2.4929428,2.520876,8.70485,4.3780575,6.424925,2.1524906,2.4011707,1.9952726,2.6400404,2.1882877,4.683299,0,2.8349876,4.977434,3.1424618,88.25569,0,69.63638,13.070193,0,69.463036,2.6789331,37.254566,7.542987,8.464284,20.362114,37.717518,36.42923,48.583366,27.291937,2.7586813,38.52011,5.496397,73.49148,34.828762,32.859535,3.9574823,15.125462,29.703632,40.13704,3.1789112,42.92483,21.126236,0,69.2618,18.675264,351.22192,25.420189,446.2615
2236,127.1136424,10.061138,88.26872,156.7942,209.8196,142.23407,142.32454,170.42062,120.8338,99.081635,189.76913,136.49402,238.69214,39.950237,64.388176,218.67091,255.34125,141.11151,241.16249,248.51811,73.34601,213.174,137.59776,248.31708,269.9287,208.90384,85.41806,22.905865,185.72337,170.83044,204.90634,191.37502,273.30386,242.13005,304.69476,319.03714,308.92093,367.89526,328.25967,406.12872,396.53058,351.33902,49.871677,76.239456,32.586628,18.669346,91.606384,61.67283,82.995735,39.434692,50.693523,23.999014,106.35591,85.2238,70.26183,56.354607,114.2656,112.17022,25.909557,113.197014,68.74327,84.58721,114.81164,67.01606,47.18432,80.52062,75.38372,20.131731,79.96202,140.73082,105.07625,79.0847,188.63368,217.16254,170.2305,109.970566,125.985245,197.2331,177.58519,223.75157,213.08905,104.915184,207.60364,117.928986,129.31638,98.75707,116.5242,70.39718
2237,171.1039381,10.061935,831.1572,943.994,1216.2792,1057.5128,956.80206,1212.127,952.003,1084.0533,996.5337,936.4282,1450.1815,1116.9203,1026.1648,1300.4359,1540.477,995.7321,1521.7361,1489.1992,979.3726,1259.8109,1030.6803,1693.549,1685.7162,1245.9467,671.8455,947.2387,988.24695,1052.955,1198.4639,1233.9025,1610.951,1645.234,1711.6757,1886.3534,1971.2285,2102.6394,2394.4429,2319.9392,2133.4004,2160.7603,610.4026,533.1138,539.68677,607.3501,734.1601,772.00946,737.0274,622.5363,466.6672,604.8209,601.3107,597.58844,685.97455,568.37396,741.1699,812.2151,569.3132,784.991,911.1523,974.58966,810.5395,864.63525,839.5083,754.34106,1001.7636,710.6613,771.4813,1047.5754,1043.9731,896.40594,1248.1626,1335.134,1136.1278,937.3601,917.641,1295.8446,862.00916,1228.6304,1288.3152,898.98035,1284.0911,871.8434,1049.4297,978.84406,1143.1093,943.7208
2238,103.0551806,10.062952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.93861,0,251.10017,208.46216,266.82083,1.7366409,11.364796,1.8008223,4.9830484
2239,861.4745784,10.076742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.56354,0,129.6157,138.91635,0,0,141.23184,182.58469,128.97546,121.5977,172.64339,4.0671988,121.08846,22.4969,17.015804,0,0,125.05217,0,0,0,0,23.924633,0,11.910992,45.816162,0,0,55.372982,0,27.84683,54.614777,23.112774,67.10853
2240,257.1764075,10.098467,8.669418,9.500683,35.69049,13.741498,19.187275,31.974695,14.916504,24.252514,14.958465,18.413673,85.668564,21.300968,12.635484,28.673248,33.20259,37.82278,9.581208,33.377502,43.990868,20.814972,26.202602,11.73464,22.262905,62.562767,6.0580397,34.099613,57.73141,12.363599,35.356876,53.022377,19.706743,27.606783,38.5994,62.824944,47.2325,17.862463,31.335644,45.696297,11.430904,50.02145,5.3591347,15.901936,21.382778,15.539901,39.736588,9.97921,27.303425,21.901962,3.5843563,15.555354,26.972466,19.821869,33.687862,23.660683,36.849773,61.131756,4.901472,48.788494,42.427036,48.417206,41.079185,98.10666,50.798214,14.889467,132.86603,14.848993,36.63315,80.37013,664.28735,77.623665,956.0643,888.15576,651.6704,64.37036,123.58858,904.5404,169.61867,34.815872,610.4082,37.63777,69.23584,15.982516,97.54755,46.327774,144.9627,28.413952
2241,554.3812108,10.081205,3.5362625,18.325333,20.559052,2.1279745,3.4202652,24.991909,9.824236,4.031041,7.8933573,2.8398018,21.920269,7.1448765,14.082032,13.00194,47.94402,7.977957,619.19135,579.5478,227.56108,59.38093,228.11633,35.339035,29.29183,67.891525,8.9837055,12.930222,52.323986,43.45388,33.45164,41.10067,9.732386,13.064981,185.37764,193.62839,4.4523354,20.879936,6.967642,30.660515,25.488,25.71267,417.99835,24.977097,21.27518,25.295692,526.9079,557.04956,614.12915,53.634636,0,35.81902,18.50681,56.206387,42.90026,20.347763,37.87592,75.011475,0,73.23237,118.404816,8.84474,57.23966,50.49355,19.306,67.417145,157.48747,27.310163,8.350971,23.930153,57.21278,165.34662,53.559555,77.91493,59.250645,17.401638,27.13317,58.064404,72.39312,79.356895,52.56388,17.966923,93.26798,13.212805,57.49418,28.502258,55.20067,18.647114
2242,263.0398648,10.092309,96.562164,234.8039,255.46133,106.994736,210.81148,274.71164,89.952385,120.746826,221.0031,215.03851,248.56445,96.0797,168.68541,173.84802,281.3896,144.37343,240.04834,232.07425,173.73729,264.95752,194.32657,224.57478,233.50795,293.47534,76.955605,108.471504,290.00354,275.36768,282.1852,268.56573,202.55544,198.09062,299.51437,317.34113,211.66162,254.67432,246.45238,228.59561,208.4134,225.87598,118.84055,130.02281,177.67284,102.423584,97.19268,176.5981,136.69444,187.70554,2.2640057,166.89998,174.91075,56.412518,280.76352,134.16953,271.77762,233.46487,1.8457565,248.9693,196.22218,200.09886,236.09514,218.29109,229.08337,233.86884,221.59462,81.18875,80.32097,201.38863,149.47603,192.5478,258.57385,186.091,298.3941,168.22093,275.43683,255.62091,291.90167,1.956253,316.20273,1.9506989,2.3249264,5.6708527,248.27904,142.87906,211.73846,130.76291
2243,935.5484196,10.095457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469.44656,0,452.5225,571.8297,0,2.3482132,611.3568,203.6339,519.5905,423.45084,226.08134,0,516.65466,21.02108,23.155611,0,0,618.52527,0,0,0,0,331.5767,0,312.8542,245.24788,0,0,256.53006,0,103.18684,588.7093,121.68198,619.6894
2244,165.0207049,10.100857,3.6259174,5.124181,6.3801184,4.6492453,10.751268,11.349263,2.7826338,2.7427597,5.290268,5.066081,10.55308,5.041814,6.725461,5.928013,11.821703,5.3723774,8.5369005,5.975893,1.8164635,3.422121,3.04776,3.7923832,5.53741,7.2419634,3.5881348,5.70712,3.0449066,11.393568,3.3647852,5.1989794,5.0766973,7.6256695,3.9309177,7.0621758,3.5880127,12.176823,4.0943184,8.1027155,2.4150085,4.002,5.3709908,4.8313923,5.5804224,5.6978703,2.8172007,12.686329,2.9409409,15.986953,1.8338642,3.1636372,7.7047586,4.894535,11.516942,3.3325748,11.538245,12.451236,5.1093826,17.81261,7.8116283,15.72252,19.502024,9.084684,12.890623,10.896186,13.742207,6.145735,7.4326344,9.72279,6.965558,14.597335,4.110401,19.51787,9.115574,20.721958,11.604125,14.009883,5.4959755,913.9,15.795478,1033.6737,958.06036,1079.1852,11.846479,202.45029,7.181754,215.26299
2245,271.1922905,10.117347,4.0365143,0,0,2.2964144,0,1.7922764,2.2447395,0,2.1105576,2.093258,2.072504,3.0131264,2.279148,3.5317097,4.1196814,3.896284,5.250083,2.0068703,5.7522154,3.0733967,0,3.2775116,3.7164116,2.4519463,1.9368811,2.246664,3.3875542,2.8458023,2.9557734,0,2.4209566,0,2.3709106,2.0202656,1.8199682,0,2.2337465,2.2182512,2.6046152,3.0733967,50.131798,2.3814192,0,55.106087,10.346719,37.40514,11.966812,52.378853,0,10.347233,11.836504,60.51685,7.033577,32.9439,3.6813726,0,0,6.8420544,0,2.5406656,3.178053,2.5381422,5.611539,2.842617,4.724388,196.42651,189.56134,578.1319,647.55634,2.790618,918.8286,11874.536,4158.6123,509.03607,229.6391,11391.496,244.73038,55.57837,4280.4595,4.050151,72.20463,2.869051,129.11919,8.205048,165.5278,21.437881
2246,329.0684172,10.116354,0,0,2.857275,0,2.4692135,1.7383575,0,1.7818642,2.1833181,0,2.4046516,1.8684654,0,0,2.0780182,0,2.316455,2.6943064,0,1.74399,1.7456274,1.8975067,1.7472649,2.1064854,0,3.204544,2.6789331,1.8719673,4.4590006,3.3357038,1.8647575,2.4383736,2.377655,2.9636383,0,1.9239664,0,3.1892776,2.4959564,4.627493,3.2462387,1.7663155,7.23042,0,1.9202614,12.834342,2.7360573,2.6244736,0,1.9424915,4.8300743,2.7772598,2.7091599,2.9784927,2.2271729,0,0,1.7765293,0,1.9239664,4.0911884,0,1.9971371,2.0492363,4.0694523,3.0506134,2.2316551,3.1638107,0,2.1309185,2.681594,2.7826338,3.252514,3.1862946,2.4266243,2.5752325,1.9797707,1848.4299,3.2537603,2120.4766,1839.1232,2166.847,4.5155144,389.67673,18.794302,393.47806
2247,343.0835607,10.111128,1.7438936,1.7674923,2.1666288,0,0,1.8975067,0,0,0,2.590084,2.773285,0,2.3919582,0,1.8617773,0,2.2555256,0,0,2.7187405,2.0851803,1.7767563,0,2.2641306,0,2.9753637,3.0101395,3.2047195,2.1299686,3.0189342,2.5726748,0,0,0,0,0,2.201295,3.0189342,0,1.8702164,348.694,1.7645645,1.8165207,0,0,461.3814,0,0,0,1.8303261,1.7282486,0,0,2.0819092,2.0548,0,1.74399,0,0,2.181919,4.0272236,2.305293,2.5192633,0,1.90485,1.8874292,0,0,2.2772484,3.0391788,0,0,2.4732075,0,2.7066307,1.9479961,0,2.9638004,0,2.294506,0,3.2759428,2.6952896,5.5796757,2.3399591,2.089219
2248,360.2400592,10.123032,0,0,2.6073513,0,1.883791,2.3491,525.98016,599.0989,0,0,0,100.090775,222.55734,460.25,0,40.74336,8.325885,4.414934,2.3097324,0,2.0567293,510.25858,420.58536,0,0,0,0,2.8472023,0,0,30.587616,97.006,0,0,333.4943,52.74807,560.2586,163.04468,129.47092,94.816444,73.51764,569.5788,519.94086,154.61046,99.86626,172.56918,144.9956,15.8902645,0,34.01174,45.070595,40.023838,0,131.65086,0,139.5252,0,13.171687,126.808105,788.36426,149.72675,61.489765,525.63654,11.882808,362.17203,0,0,25.467203,121.14055,87.252625,140.65813,96.91775,110.64051,13.682518,1.7818642,123.898735,0,56.847305,104.9779,23.65705,35.271957,16.83625,692.2156,16.828602,295.90054,24.085613
2249,200.1312018,10.122919,0,41.938927,279.7331,0,45.982307,195.12291,2458.7312,680.2616,1.9511967,3.5114822,2.8295803,338.96228,306.07718,245.22011,9.702994,1586.8507,259.92026,160.08963,4.4028997,3.3120117,3.723116,1062.6074,521.5003,4.6230164,22.352497,17.185545,8.516175,3.1546116,11.48324,3.397274,1660.8745,1809.5297,3.2115269,12.015173,650.30597,1648.4354,2427.9036,2177.7822,2035.5758,1713.1804,189.89885,230.27661,371.11252,68.82495,1673.7395,55.622414,291.70056,159.2692,0,144.15387,155.51251,70.335236,1.8528996,356.1649,0,227.50658,0,39.594425,206.97842,365.7592,315.60355,394.0201,237.7676,84.783005,248.88354,2.4699097,0,1593.961,1621.0719,248.54753,358.9223,494.12317,1997.3535,1544.0403,2.9326916,495.55783,4.3416023,39.005257,1986.6151,173.36958,67.18702,298.13907,445.12054,330.90533,169.77237,1231.5078
2250,155.1085841,10.133553,2.5210152,14.791956,94.15653,3.9578905,17.59664,108.918816,720.9389,778.04706,3.3357038,2.6936874,5.7714605,467.57156,489.9867,543.14496,10.43262,502.53372,33.32399,52.341145,6.366412,7.2889585,7.34511,461.27243,483.45615,15.576528,4.960534,25.837788,8.732519,6.516015,22.403675,9.034958,632.588,666.59503,8.749949,7.879222,505.49246,660.30695,622.75183,781.9479,695.975,647.728,267.94666,347.08707,316.81714,629.1439,709.8454,325.00485,766.8223,106.85408,1.9548607,96.83839,136.95145,156.23544,7.838955,617.5767,17.180374,491.29538,1.983757,228.00218,562.53955,494.8034,428.54114,567.21796,495.34113,221.16727,643.1306,20.82627,7.9345236,497.71646,614.38995,575.6689,775.1676,624.0322,646.15216,493.4801,26.701525,649.7272,12.79333,410.18817,715.48083,543.1769,458.4788,543.8988,680.6123,614.49225,685.0148,603.8575
2251,285.1718719,10.128926,28.690052,32.512672,68.555695,60.63276,53.185413,42.27545,10.014415,49.49827,19.190575,11.837697,73.184875,90.582596,76.22865,98.72181,81.2293,28.557407,76.38415,178.4584,80.25802,149.8232,109.91421,58.285633,44.737858,103.35901,48.480793,97.01014,28.117638,23.925453,327.94122,300.17395,37.053787,25.294415,91.57942,117.63158,66.547,148.71538,79.44593,89.80301,89.791145,99.44914,45.985832,67.90469,28.104292,74.32561,29.336502,30.116184,58.97593,32.504925,5.717024,56.820404,85.271324,42.330643,347.95514,43.53951,374.00348,111.74736,8.929356,229.56192,66.69494,193.08072,155.4158,307.66003,255.32442,238.8007,343.52844,111.52907,164.81973,59.743874,131.26463,45.449875,148.12453,15.3131275,106.53199,82.172844,266.36783,33.92894,302.3108,55.87519,129.13725,57.384815,97.01285,156.04092,406.69748,209.46582,349.0661,254.82439
2252,185.1195132,10.13365,1047.5653,1488.5214,1651.257,1206.6353,1032.1011,1583.4666,1401.3424,1248.6476,1086.2245,1197.1545,1887.1993,1075.7382,1335.4751,1354.9518,1950.3433,1365.8502,1682.8423,1391.6782,1923.3549,1830.1326,2253.6077,1481.5116,1910.5073,1945.3441,907.82184,1363.9554,2108.4722,2146.5662,2420.053,2498.791,1419.6802,1207.284,1675.7301,1894.9121,1782.0668,1658.5869,1970.3416,2018.5114,1873.6976,2045.5068,786.7947,945.69775,1202.8209,614.4555,563.61414,643.3628,598.51373,1102.0452,104.32362,999.5677,1050.76,1048.951,836.85535,541.7951,851.4462,895.7508,181.95404,675.78125,729.92633,1020.8671,1098.9402,802.2839,804.42694,665.98285,1140.7847,534.06647,406.45337,654.22876,574.93274,781.8559,987.38684,746.3549,683.4658,504.8698,548.35443,904.9317,877.43933,522.7014,856.9929,55.563866,543.12805,138.46591,1018.0272,482.7164,983.80817,622.19403
2253,209.1194749,10.14474,3.206787,7.0130005,3.9233408,3.5431051,13.682803,7.008548,6.147133,6.2379837,4.044325,3.3044157,11.802824,8.694148,9.225048,4.8912134,11.050939,6.8401546,5.6048107,14.90378,4.9224014,9.412738,6.6356544,16.299324,8.889386,8.536549,7.823613,7.1521645,19.060314,9.477127,28.747875,17.801105,6.6576624,9.846324,5.4561424,7.1500826,36.67065,5.848051,18.65184,10.323923,17.336872,11.73612,9.50649,50.539116,13.263421,31.4449,26.981153,17.793194,31.218266,28.836248,1.8612556,88.486626,73.61621,47.944954,43.436737,23.551777,45.248978,261.7332,2.0851803,344.37885,108.951836,98.805405,285.86542,159.79605,74.530556,328.11868,190.2386,11.273018,11.449616,86.95494,93.344475,49.7574,198.05603,89.92911,47.21236,113.38675,322.72714,56.215908,353.4788,18.052895,49.186428,118.775024,9.702454,160.1506,81.813385,261.7131,200.75925,228.62805
2254,737.1155897,10.136708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.06326,0,319.5469,347.97095,346.63867,0,18.677887,0,4.048685
2255,125.0980206,10.147992,39.257896,329.68234,288.1851,118.244286,201.85556,259.4065,306.57428,165.94087,304.7468,294.15448,149.43292,67.66235,28.702549,57.437466,97.04188,44.86696,41.916565,156.46109,98.647964,421.79916,79.87985,87.92343,68.43322,594.403,79.964676,328.71793,281.05862,491.94012,566.9407,600.3886,338.69827,257.1995,151.13678,157.48505,182.38162,257.7561,241.23495,291.00284,291.39975,198.87073,32.562584,91.74223,21.349892,13.926019,65.59885,41.589775,83.271935,54.520485,25.275122,31.585022,31.855412,67.13135,80.85822,21.866474,38.779427,44.168663,33.475014,176.40111,497.02972,68.141495,59.882458,28.92097,45.713753,144.40633,248.8339,204.15393,198.02448,99.42519,412.01303,485.92227,535.70807,219.82965,328.91708,51.533234,1513.2554,236.27815,1627.38,764.37726,268.08557,309.08905,740.1314,375.30585,1157.5271,3239.5234,1201.6523,3234.509
2256,979.5749178,10.145769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.98026,0,217.7434,261.737,0,0,310.1612,41.053383,268.3811,209.7206,87.796646,2.2947388,242.94948,7.434908,7.005908,0,0,291.91098,0,0,0,0,69.18541,0,169.52704,125.85584,0,0,76.33186,0,25.608677,284.26926,21.85283,291.0503
2257,357.0630786,10.152682,20.163147,88.71776,94.61628,25.894169,50.201332,138.37659,16.789242,35.078236,24.093761,79.868484,155.27425,39.182938,22.738358,27.96592,129.49544,34.52634,59.685917,109.66965,32.486122,95.14572,16.277313,18.666512,50.29357,123.03734,8.846249,30.773172,71.01941,32.491257,53.824,33.44796,8.705175,33.47851,41.645782,57.25251,68.057465,37.65574,50.276436,71.567764,56.164825,15.76733,30.161295,35.26752,19.39509,5.118308,7.424514,13.2265,10.222029,18.39703,2.4929428,10.969892,11.163578,48.01361,206.93956,12.979406,297.2746,244.35889,0,88.72467,236.56787,264.1766,285.98547,315.97354,245.30812,137.66074,328.5795,64.57445,33.49092,68.57839,10.292702,250.73529,88.627235,103.61789,27.056526,42.89711,235.76605,56.089905,228.53136,48602.832,31.176756,53501.234,48935.938,55387.32,77.486275,11773.975,242.54941,11841.243
2258,379.0459393,10.157778,2.0700073,2.9001904,4.9220486,0,1.9029617,2.4013023,1.918356,1.7940063,3.0447388,0,3.1403856,0,1.9129572,2.0414715,8.660359,0,4.960347,2.612543,0,5.9923983,1.8409405,2.21875,0,2.0106316,1.8269777,1.7367363,3.552084,1.7557411,4.6437244,2.28582,0,2.3851147,2.7453375,1.882782,2.2511864,0,2.1646023,2.7933817,1.8930426,2.400012,1.9412994,0,0,0,0,2.0281105,0,2.4383736,0,0,1.7455311,0,3.0159378,0,12.151795,3.3184204,0,0,2.4439573,6.848748,4.5492096,3.4806805,1.7663155,1.8654509,2.837143,4.2017384,5.039194,1.8755722,0,2.296898,2.199236,2.4519463,2.1881676,0,2.5157785,0,4.2078867,1727.2407,1.7611599,1598.6343,1741.1796,1557.8947,5.056511,349.1236,3.0771332,414.65506
2259,324.1808725,10.15029,70.24571,30.97757,72.444336,121.35763,34.96641,72.62934,28.369286,43.302956,43.322144,49.828667,51.53272,62.850258,56.183086,87.98018,82.24628,32.924965,37.797234,39.871857,166.68481,110.93794,188.64742,144.25337,92.9414,94.132,46.522438,29.119442,40.658688,27.420557,67.4899,48.469666,12.853712,48.69579,92.910255,97.660614,41.313946,18.199135,9.609592,30.832115,17.786835,16.532518,116.65454,27.686783,24.805296,16.203773,101.79863,94.927605,40.569057,60.939392,38.552338,27.43425,16.273037,30.30883,19.278069,19.33184,45.05322,21.511879,43.778324,22.290277,23.341948,10.208584,7.8052254,23.551674,29.357492,59.678276,17.470917,38.49262,49.303703,6.4704266,27.596897,51.48272,18.567108,28.47683,21.284426,9.616535,51.348457,18.165207,33.088203,6.216202,6.2813234,4.4408627,4.059946,4.9320602,22.450396,5.3926783,13.788606,5.379696
2260,169.0881855,10.148803,54.86339,87.189255,142.57643,40.855156,85.93824,193.24426,169.22699,187.6777,59.6782,157.96951,59.32215,40.28542,65.29661,70.021454,32.41289,49.5889,35.978462,76.7296,80.15727,336.88437,53.792072,45.426254,27.45686,352.4551,57.414505,52.250668,353.62003,365.00293,430.98743,463.53717,221.61122,309.33786,87.58804,76.001015,188.37897,207.38235,241.74443,413.30185,381.4003,217.38225,37.242867,48.72221,34.59235,28.703676,85.390564,63.017754,83.200165,85.15793,20.751226,27.2844,61.635834,101.644775,121.82548,37.354385,72.02536,33.529915,32.73707,117.388794,491.18872,50.314922,33.729717,72.34441,115.33884,62.263466,55.77665,118.871735,150.83113,103.95691,343.63916,453.51196,536.1933,191.45642,184.40556,112.67069,1369.9758,182.09558,1412.0614,582.82806,126.23894,184.45761,700.6088,232.45122,1151.0035,2787.2556,1092.0398,2902.2236
2261,313.1129543,10.141867,112.46587,54.01314,31.220097,160.01,22.889938,50.96144,19.496044,33.72749,25.135983,33.668247,167.89597,13.3727865,12.201557,41.94388,122.599884,46.368168,33.29857,34.186424,628.9133,76.7652,652.2958,47.178017,88.000145,80.898384,496.15405,832.1572,899.2077,944.7425,1869.2263,1823.1069,1042.5991,1128.835,893.1793,1030.3624,572.1011,1304.9021,760.719,1343.4841,1204.3312,1342.944,152.09244,416.1069,396.7325,35.05672,120.85727,484.48938,59.020706,476.30148,0,491.65103,514.2855,450.7217,883.1695,140.69763,882.21704,674.5765,1.8802567,944.7559,608.766,710.379,590.5611,719.5461,733.851,493.79294,875.00916,294.4094,175.52834,463.16922,330.32635,565.9955,427.60965,84.90873,615.97235,446.54977,986.271,73.84507,1036.5842,144.14268,657.8409,515.9445,196.86066,470.19244,1294.2761,627.2542,1280.4497,631.8274
