OTUid	Kingdom	K_identity	Phylum	P_identity	Class	C_identity	Order	O_identity	Family	F_identity	Genus	G_identity	Species	S_identity
Zotu1121	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.6	Rhizobacter	0.45	AsCoM_s_332	0.44
Zotu12	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Rhizobacter	1	Rhizobacter_fulvus	0.59
Zotu1207	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	0.62	Comamonadaceae	0.62	Rhizobacter	0.38	AsCoM_s_321	0.3
Zotu137	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Rhizobacter	1	AsCoM_s_2636	0.52
Zotu1449	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.95	Burkholderiales	0.95	Comamonadaceae	0.93	Rhizobacter	0.87	AsCoM_s_332	0.86
Zotu146	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.92	Burkholderiales	0.92	Comamonadaceae	0.83	Rhizobacter	0.6	AsCoM_s_3847	0.36
Zotu149	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.98	Burkholderiales	0.98	Comamonadaceae	0.95	Rhizobacter	0.94	Rhizobacter_fulvus	0.65
Zotu154	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Rhizobacter	0.6	AsCoM_s_3847	0.35
Zotu1544	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.8	Rhizobacter	0.22	AsCoM_s_332	0.18
Zotu1572	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.87	Rhizobacter	0.17	AsCoM_s_1572	0.13
Zotu1656	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.69	Rhizobacter	0.49	AsCoM_s_332	0.49
Zotu173	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.96	Burkholderiales	0.96	Comamonadaceae	0.93	Rhizobacter	0.92	Rhizobacter_fulvus	0.53
Zotu176	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Rhizobacter	0.48	AsCoM_s_332	0.48
Zotu1944	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	0.52	Rhizobacter	0.39	AsCoM_s_332	0.39
Zotu2057	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.75	Burkholderiales	0.75	Comamonadaceae	0.75	Rhizobacter	0.72	AsCoM_s_332	0.71
Zotu2059	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.9	Burkholderiales	0.89	Comamonadaceae	0.88	Rhizobacter	0.84	AsCoM_s_332	0.83
Zotu209	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Rhizobacter	0.48	Methylibium_petroleiphilum	0.36
Zotu212	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.84	Burkholderiales	0.81	Comamonadaceae	0.74	Rhizobacter	0.53	AsCoM_s_3847	0.33
Zotu2179	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.98	Rhizobacter	0.8	AsCoM_s_332	0.74
Zotu2186	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.98	Burkholderiales	0.98	Comamonadaceae	0.96	Rhizobacter	0.39	AsCoM_s_1733	0.29
Zotu227	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Rhizobacter	0.83	AsCoM_s_332	0.79
Zotu236	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Rhizobacter	0.88	Rhizobacter_fulvus	0.54
Zotu2381	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.76	Burkholderiales	0.76	Comamonadaceae	0.63	Rhizobacter	0.51	AsCoM_s_3847	0.31
Zotu261	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.65	Burkholderiales	0.64	Comamonadaceae	0.6	Rhizobacter	0.41	AsCoM_s_3105	0.29
Zotu267	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.75	Burkholderiales	0.75	Comamonadaceae	0.75	Rhizobacter	0.75	Rhizobacter_fulvus	0.46
Zotu2819	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.98	Rhizobacter	0.44	AsCoM_s_1733	0.27
Zotu2825	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.96	Rhizobacter	0.76	Rhizobacter_fulvus	0.61
Zotu2854	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.99	Rhizobacter	0.91	AsCoM_s_332	0.86
Zotu3136	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.99	Burkholderiales	0.99	Comamonadaceae	0.99	Rhizobacter	0.89	AsCoM_s_332	0.88
Zotu3437	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.83	Rhizobacter	0.23	AsCoM_s_1572	0.13
Zotu345	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Rhizobacter	0.99	AsCoM_s_2636	0.55
Zotu3689	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.99	Rhizobacter	0.88	Rhizobacter_fulvus	0.68
Zotu3847	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.8	Burkholderiales	0.8	Comamonadaceae	0.74	Rhizobacter	0.73	Rhizobacter_fulvus	0.45
Zotu3877	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.94	Rhizobacter	0.55	AsCoM_s_1733	0.28
Zotu4015	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.91	Rhizobacter	0.66	AsCoM_s_332	0.64
Zotu4144	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.98	Rhizobacter	0.52	Rhizobacter_fulvus	0.45
Zotu4298	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.73	Rhizobacter	0.54	AsCoM_s_332	0.54
Zotu4905	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.81	Burkholderiales	0.81	Comamonadaceae	0.68	Rhizobacter	0.64	AsCoM_s_332	0.61
Zotu5122	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.98	Burkholderiales	0.98	Comamonadaceae	0.97	Rhizobacter	0.88	AsCoM_s_332	0.84
Zotu5132	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.98	Rhizobacter	0.83	AsCoM_s_332	0.79
Zotu522	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.99	Rhizobacter	0.45	AsCoM_s_332	0.45
Zotu533	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Rhizobacter	0.69	Rhizobacter_fulvus	0.57
Zotu5330	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.73	Rhizobacter	0.68	AsCoM_s_332	0.66
Zotu540	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Rhizobacter	0.4	AsCoM_s_6454	0.35
Zotu5458	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.86	Burkholderiales	0.86	Comamonadaceae	0.73	Rhizobacter	0.71	AsCoM_s_332	0.7
Zotu554	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Rhizobacter	0.57	AsCoM_s_2636	0.28
Zotu5682	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.82	Rhizobacter	0.75	AsCoM_s_332	0.7
Zotu5727	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.99	Burkholderiales	0.98	Comamonadaceae	0.94	Rhizobacter	0.54	AsCoM_s_1733	0.26
Zotu5819	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.99	Burkholderiales	0.99	Comamonadaceae	0.96	Rhizobacter	0.63	Rhizobacter_fulvus	0.59
Zotu5853	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.52	Rhizobacter	0.39	Rhizobacter_fulvus	0.16
Zotu594	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	0.56	Rhizobacter	0.33	AsCoM_s_3847	0.22
Zotu598	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Rhizobacter	0.76	Rhizobacter_fulvus	0.7
Zotu6	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Rhizobacter	0.85	AsCoM_s_3847	0.48
Zotu602	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Rhizobacter	0.46	Methylibium_petroleiphilum	0.35
Zotu6154	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.87	Burkholderiales	0.87	Comamonadaceae	0.69	Rhizobacter	0.66	AsCoM_s_332	0.65
Zotu6157	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.46	Rhizobacter	0.25	AsCoM_s_11883	0.18
Zotu6282	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.94	Burkholderiales	0.94	Comamonadaceae	0.94	Rhizobacter	0.85	AsCoM_s_332	0.82
Zotu64	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Rhizobacter	1	Rhizobacter_fulvus	0.87
Zotu6872	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.72	Burkholderiales	0.71	Comamonadaceae	0.61	Rhizobacter	0.57	AsCoM_s_332	0.55
Zotu697	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Rhizobacter	1	AsCoM_s_2636	0.67
Zotu704	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.59	Rhizobacter	0.56	Rhizobacter_fulvus	0.51
Zotu719	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Rhizobacter	0.89	Rhizobacter_fulvus	0.83
Zotu727	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Rhizobacter	0.56	AsCoM_s_332	0.44
Zotu744	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Rhizobacter	0.42	AsCoM_s_381	0.28
Zotu7481	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.72	Burkholderiales	0.71	Comamonadaceae	0.66	Rhizobacter	0.65	Rhizobacter_bergeniae	0.47
Zotu7609	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	0.94	Comamonadaceae	0.94	Rhizobacter	0.81	AsCoM_s_332	0.78
Zotu7835	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.99	Burkholderiales	0.99	Comamonadaceae	0.93	Rhizobacter	0.53	AsCoM_s_1733	0.28
Zotu8223	Bacteria	1	Proteobacteria	0.99	Gammaproteobacteria	0.64	Burkholderiales	0.62	Comamonadaceae	0.54	Rhizobacter	0.48	AsCoM_s_332	0.48
Zotu8550	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	0.71	Comamonadaceae	0.71	Rhizobacter	0.41	AsCoM_s_3847	0.3
Zotu8738	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Rhizobacter	0.77	Rhizobacter_fulvus	0.73
Zotu8752	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.99	Rhizobacter	0.44	AsCoM_s_2092	0.3
Zotu8753	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.92	Burkholderiales	0.92	Comamonadaceae	0.92	Rhizobacter	0.86	Rhizobacter_bergeniae	0.63
Zotu9142	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.84	Burkholderiales	0.84	Comamonadaceae	0.7	Rhizobacter	0.64	Rhizobacter_fulvus	0.53
Zotu925	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Rhizobacter	0.53	AsCoM_s_2636	0.31
Zotu95	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.96	Burkholderiales	0.96	Comamonadaceae	0.85	Rhizobacter	0.61	AsCoM_s_3847	0.36
Zotu9799	Bacteria	1	Proteobacteria	0.99	Gammaproteobacteria	0.91	Burkholderiales	0.91	Comamonadaceae	0.89	Rhizobacter	0.82	AsCoM_s_332	0.76
Zotu9893	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	0.97	Comamonadaceae	0.96	Rhizobacter	0.83	AsCoM_s_332	0.77
Zotu9933	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	0.99	Comamonadaceae	0.98	Rhizobacter	0.77	AsCoM_s_3847	0.38
Zotu996	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.97	Burkholderiales	0.97	Comamonadaceae	0.89	Rhizobacter	0.75	AsCoM_s_3847	0.53
Zotu312	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Xanthomonadales	1	Rhodanobacteraceae	1	Rhodanobacter	0.96	Rhodanobacter_glycinis	0.96
Zotu394	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Xanthomonadales	1	Rhodanobacteraceae	1	Rhodanobacter	0.76	Rhodanobacter_caeni	0.49
Zotu631	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Rhodoferax	0.88	Rhodoferax_ferrireducens	0.88
Zotu8046	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.72	Rhodoferax	0.66	Rhodoferax_ferrireducens	0.35
Zotu663	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Xanthobacteraceae	1	Rhodopseudomonas	0.8	Rhodopseudomonas_faecalis	0.77
Zotu368	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Enterobacterales	1	Yersiniaceae	1	Serratia	1	Serratia_rubidaea	1
Zotu257	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	1	Sphingomonadaceae	1	Sphingobium	1	AsCoM_s_84	1
Zotu1011	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	0.92	Sphingomonadaceae	0.92	Sphingomonas	0.91	Sphingomonas_oligophenolica	0.64
Zotu1206	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	1	Sphingomonadaceae	1	Sphingomonas	1	Sphingomonas_asaccharolytica	0.62
Zotu143	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	1	Sphingomonadaceae	1	Sphingomonas	1	AsCoM_s_723	0.77
Zotu180	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	1	Sphingomonadaceae	1	Sphingomonas	1	Sphingomonas_asaccharolytica	0.71
Zotu2486	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	1	Sphingomonadaceae	1	Sphingomonas	0.46	AsCoM_s_65	0.28
Zotu360	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	1	Sphingomonadaceae	1	Sphingomonas	1	Sphingomonas_sediminicola	0.63
Zotu382	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	1	Sphingomonadaceae	1	Sphingomonas	1	Sphingomonas_asaccharolytica	0.99
Zotu405	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	1	Sphingomonadaceae	1	Sphingomonas	1	AsCoM_s_438	0.8
Zotu451	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	0.95	Sphingomonadaceae	0.95	Sphingomonas	0.92	Sphingomonas_asaccharolytica	0.68
Zotu467	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	1	Sphingomonadaceae	1	Sphingomonas	1	AsCoM_s_438	0.73
Zotu473	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	1	Sphingomonadaceae	1	Sphingomonas	1	AsCoM_s_723	0.62
Zotu488	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	1	Sphingomonadaceae	1	Sphingomonas	1	Sphingomonas_oligophenolica	1
Zotu629	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	1	Sphingomonadaceae	1	Sphingomonas	1	AsCoM_s_723	0.55
Zotu707	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	1	Sphingomonadaceae	1	Sphingomonas	1	AsCoM_s_5496	0.44
Zotu592	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	1	Sphingomonadaceae	1	Sphingopyxis	0.97	Sphingopyxis_chilensis	0.53
Zotu577	Bacteria	1	Firmicutes	1	Bacilli	1	Staphylococcales	1	Staphylococcaceae	1	Staphylococcus	1	Staphylococcus_kloosii	0.96
Zotu606	Bacteria	1	Firmicutes	1	Bacilli	1	Staphylococcales	1	Staphylococcaceae	1	Staphylococcus	1	Staphylococcus_kloosii	0.96
Zotu1847	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.89	Rhizobiales	0.88	Xanthobacteraceae	0.79	Starkeya	0.67	unknown	unknown
Zotu266	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.99	Rhizobiales	0.98	Xanthobacteraceae	0.83	Starkeya	0.6	Starkeya_koreensis	0.33
Zotu623	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Xanthomonadales	1	Xanthomonadaceae	1	Stenotrophomonas	1	Stenotrophomonas_rhizophila	1
Zotu641	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Xanthomonadales	1	Xanthomonadaceae	1	Stenotrophomonas	1	Stenotrophomonas_rhizophila	0.59
Zotu196	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Steroidobacterales	1	Steroidobacteraceae	1	Steroidobacter	0.98	AsCoM_s_4912	0.74
Zotu213	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Steroidobacterales	1	Steroidobacteraceae	1	Steroidobacter	1	AsCoM_s_877	0.68
Zotu297	Bacteria	1	Proteobacteria	0.97	Gammaproteobacteria	0.88	Steroidobacterales	0.82	Steroidobacteraceae	0.82	Steroidobacter	0.56	Steroidobacter_agariperforans	0.36
Zotu446	Bacteria	1	Proteobacteria	0.99	Gammaproteobacteria	0.93	Steroidobacterales	0.87	Steroidobacteraceae	0.87	Steroidobacter	0.58	Steroidobacter_agariperforans	0.37
Zotu468	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Steroidobacterales	1	Steroidobacteraceae	1	Steroidobacter	1	AsCoM_s_1943	0.98
Zotu482	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Steroidobacterales	1	Steroidobacteraceae	1	Steroidobacter	0.98	AsCoM_s_7200	0.3
Zotu696	Bacteria	1	Proteobacteria	0.98	Gammaproteobacteria	0.94	Steroidobacterales	0.9	Steroidobacteraceae	0.9	Steroidobacter	0.48	AsCoM_s_4912	0.38
Zotu70	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Steroidobacterales	1	Steroidobacteraceae	1	Steroidobacter	1	Steroidobacter_agariperforans	0.91
Zotu725	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Steroidobacterales	1	Steroidobacteraceae	1	Steroidobacter	0.99	AsCoM_s_1943	0.99
Zotu777	Bacteria	1	Proteobacteria	0.99	Gammaproteobacteria	0.88	Steroidobacterales	0.85	Steroidobacteraceae	0.85	Steroidobacter	0.84	AsCoM_s_877	0.7
Zotu884	Bacteria	1	Proteobacteria	0.99	Gammaproteobacteria	0.98	Steroidobacterales	0.94	Steroidobacteraceae	0.94	Steroidobacter	0.49	AsCoM_s_4912	0.38
Zotu9292	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Steroidobacterales	0.88	Steroidobacteraceae	0.88	Steroidobacter	0.79	AsCoM_s_321	0.37
Zotu10364	Bacteria	1	Actinobacteria	0.95	Actinobacteria	0.95	Streptomycetales	0.95	Streptomycetaceae	0.95	Streptomyces	0.95	Streptomyces_rishiriensis	0.49
Zotu10554	Bacteria	1	Actinobacteria	0.51	Actinobacteria	0.51	Streptomycetales	0.51	Streptomycetaceae	0.46	Streptomyces	0.46	Streptomyces_canus	0.43
Zotu107	Bacteria	1	Actinobacteria	0.95	Actinobacteria	0.95	Streptomycetales	0.95	Streptomycetaceae	0.95	Streptomyces	0.95	Streptomyces_canus	0.95
Zotu120	Bacteria	1	Actinobacteria	0.87	Actinobacteria	0.87	Streptomycetales	0.87	Streptomycetaceae	0.87	Streptomyces	0.87	Streptomyces_canus	0.87
Zotu1209	Bacteria	1	Actinobacteria	0.94	Actinobacteria	0.94	Streptomycetales	0.94	Streptomycetaceae	0.94	Streptomyces	0.94	Streptomyces_canus	0.94
Zotu1223	Bacteria	1	Actinobacteria	0.98	Actinobacteria	0.98	Streptomycetales	0.98	Streptomycetaceae	0.98	Streptomyces	0.98	Streptomyces_canus	0.98
Zotu131	Bacteria	1	Actinobacteria	0.93	Actinobacteria	0.93	Streptomycetales	0.92	Streptomycetaceae	0.92	Streptomyces	0.92	Streptomyces_rishiriensis	0.91
Zotu1505	Bacteria	1	Actinobacteria	0.95	Actinobacteria	0.95	Streptomycetales	0.95	Streptomycetaceae	0.95	Streptomyces	0.95	Streptomyces_canus	0.95
Zotu1530	Bacteria	1	Actinobacteria	0.93	Actinobacteria	0.93	Streptomycetales	0.93	Streptomycetaceae	0.93	Streptomyces	0.93	Streptomyces_canus	0.93
Zotu158	Bacteria	1	Actinobacteria	0.84	Actinobacteria	0.84	Streptomycetales	0.82	Streptomycetaceae	0.82	Streptomyces	0.82	Streptomyces_rishiriensis	0.8
Zotu18	Bacteria	1	Actinobacteria	1	Actinobacteria	1	Streptomycetales	1	Streptomycetaceae	1	Streptomyces	1	Streptomyces_canus	1
Zotu2224	Bacteria	1	Actinobacteria	0.95	Actinobacteria	0.94	Streptomycetales	0.93	Streptomycetaceae	0.93	Streptomyces	0.93	Streptomyces_canus	0.72
Zotu248	Bacteria	1	Actinobacteria	1	Actinobacteria	1	Streptomycetales	1	Streptomycetaceae	1	Streptomyces	1	Streptomyces_rishiriensis	0.97
Zotu264	Bacteria	1	Actinobacteria	1	Actinobacteria	1	Streptomycetales	1	Streptomycetaceae	1	Streptomyces	1	Streptomyces_canus	1
Zotu292	Bacteria	1	Actinobacteria	1	Actinobacteria	1	Streptomycetales	1	Streptomycetaceae	1	Streptomyces	1	Streptomyces_canus	0.7
Zotu30	Bacteria	1	Actinobacteria	1	Actinobacteria	1	Streptomycetales	1	Streptomycetaceae	1	Streptomyces	1	Streptomyces_rishiriensis	0.98
Zotu310	Bacteria	1	Actinobacteria	1	Actinobacteria	1	Streptomycetales	1	Streptomycetaceae	1	Streptomyces	1	Streptomyces_rishiriensis	0.58
Zotu324	Bacteria	1	Actinobacteria	0.99	Actinobacteria	0.99	Streptomycetales	0.98	Streptomycetaceae	0.98	Streptomyces	0.98	Streptomyces_rishiriensis	0.97
Zotu338	Bacteria	1	Actinobacteria	1	Actinobacteria	1	Streptomycetales	1	Streptomycetaceae	1	Streptomyces	1	Streptomyces_canus	0.53
Zotu351	Bacteria	1	Actinobacteria	0.58	Actinobacteria	0.58	Streptomycetales	0.56	Streptomycetaceae	0.56	Streptomyces	0.56	Streptomyces_rishiriensis	0.55
Zotu359	Bacteria	1	Actinobacteria	1	Actinobacteria	1	Streptomycetales	1	Streptomycetaceae	1	Streptomyces	1	Streptomyces_canus	0.73
Zotu3608	Bacteria	1	Actinobacteria	0.95	Actinobacteria	0.95	Streptomycetales	0.95	Streptomycetaceae	0.95	Streptomyces	0.95	Streptomyces_rishiriensis	0.94
Zotu3624	Bacteria	1	Actinobacteria	0.99	Actinobacteria	0.99	Streptomycetales	0.99	Streptomycetaceae	0.99	Streptomyces	0.99	Streptomyces_canus	0.9
Zotu37	Bacteria	1	Actinobacteria	0.96	Actinobacteria	0.96	Streptomycetales	0.96	Streptomycetaceae	0.96	Streptomyces	0.96	Streptomyces_canus	0.96
Zotu4006	Bacteria	1	Actinobacteria	0.99	Actinobacteria	0.99	Streptomycetales	0.99	Streptomycetaceae	0.99	Streptomyces	0.99	Streptomyces_canus	0.91
Zotu411	Bacteria	1	Actinobacteria	0.71	Actinobacteria	0.71	Streptomycetales	0.68	Streptomycetaceae	0.68	Streptomyces	0.68	Streptomyces_rishiriensis	0.66
Zotu461	Bacteria	1	Actinobacteria	0.96	Actinobacteria	0.96	Streptomycetales	0.95	Streptomycetaceae	0.95	Streptomyces	0.95	Streptomyces_rishiriensis	0.91
Zotu4937	Bacteria	1	Actinobacteria	0.95	Actinobacteria	0.95	Streptomycetales	0.95	Streptomycetaceae	0.95	Streptomyces	0.95	Streptomyces_rishiriensis	0.94
Zotu502	Bacteria	1	Actinobacteria	1	Actinobacteria	1	Streptomycetales	0.94	Streptomycetaceae	0.94	Streptomyces	0.94	Streptomyces_albiaxialis	0.53
Zotu514	Bacteria	1	Actinobacteria	1	Actinobacteria	1	Streptomycetales	1	Streptomycetaceae	1	Streptomyces	1	Streptomyces_canus	0.58
Zotu53	Bacteria	1	Actinobacteria	0.95	Actinobacteria	0.95	Streptomycetales	0.94	Streptomycetaceae	0.94	Streptomyces	0.94	Streptomyces_rishiriensis	0.93
Zotu5344	Bacteria	1	Actinobacteria	0.93	Actinobacteria	0.93	Streptomycetales	0.93	Streptomycetaceae	0.93	Streptomyces	0.93	Streptomyces_canus	0.87
Zotu558	Bacteria	1	Actinobacteria	1	Actinobacteria	1	Streptomycetales	1	Streptomycetaceae	1	Streptomyces	1	Streptomyces_canus	0.96
Zotu582	Bacteria	1	Actinobacteria	1	Actinobacteria	1	Streptomycetales	0.95	Streptomycetaceae	0.95	Streptomyces	0.95	Streptomyces_albiaxialis	0.45
Zotu5862	Bacteria	1	Actinobacteria	0.99	Actinobacteria	0.99	Streptomycetales	0.99	Streptomycetaceae	0.99	Streptomyces	0.99	Streptomyces_rishiriensis	0.92
Zotu640	Bacteria	1	Actinobacteria	1	Actinobacteria	0.94	Streptomycetales	0.87	Streptomycetaceae	0.87	Streptomyces	0.87	Streptomyces_canus	0.54
Zotu6894	Bacteria	1	Actinobacteria	1	Actinobacteria	1	Streptomycetales	0.9	Streptomycetaceae	0.9	Streptomyces	0.9	Streptomyces_canus	0.73
